response_id,date,channel,region,country,store_id,nps_score,comment_text,segment,product_category
R38816,2025-03-26,Online,US,US,US-US-019,1,Had to wait too long for assistance in store.,Existing,iPad
R38817,2024-08-19,Store,APAC,AU,APAC-AU-017,8,"Loved the in-store demo, made my decision easy.",Existing,Mac
R38818,2024-05-28,Store,US,US,US-US-018,8,"The process was average, neither good nor bad.",Existing,iPhone
R38819,2025-08-14,Online,US,US,US-US-010,5,Website was fine but could be more intuitive.,Business,Mac
R38820,2024-10-07,Support,US,US,US-US-021,10,Very clear explanations and patient staff.,New Customer,iPhone
R38821,2024-09-25,Store,EU,IT,EU-IT-030,9,Very clear explanations and patient staff.,Existing,iPhone
R38822,2025-01-16,Online,US,US,US-US-012,7,"Checkout was smooth and fast, very satisfied.",Existing,iPhone
R38823,2024-04-12,Online,APAC,SG,APAC-SG-003,7,Staff was extremely helpful and friendly.,Existing,iPhone
R38824,2024-06-23,Store,US,US,US-US-019,10,Staff was extremely helpful and friendly.,Existing,iPhone
R38825,2024-12-15,Store,US,US,US-US-007,8,"Experience was okay, nothing special.",New Customer,iPhone
R38826,2024-12-05,Online,EU,ES,EU-ES-017,7,"Loved the in-store demo, made my decision easy.",Existing,iPad
R38827,2024-11-12,Online,US,US,US-US-020,10,"Checkout was smooth and fast, very satisfied.",Existing,iPhone
R38828,2025-03-16,Store,EU,DE,EU-DE-003,10,Very clear explanations and patient staff.,New Customer,Apple Watch
R38829,2025-04-11,Online,EU,ES,EU-ES-004,9,Online ordering was simple and delivery was on time.,Existing,Services
R38830,2025-05-14,Online,US,US,US-US-030,8,Overall acceptable experience.,Existing,iPad
R38831,2024-08-10,Store,US,US,US-US-028,9,"Amazing experience overall, I will recommend to others.",New Customer,Apple Watch
R38832,2024-01-20,Store,US,US,US-US-022,10,Support agent resolved my issue quickly and professionally.,Business,iPad
R38833,2025-10-07,Online,US,US,US-US-010,10,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R38834,2025-02-15,Online,US,US,US-US-026,0,Delivery was delayed and communication was poor.,Existing,iPhone
R38835,2025-10-26,Store,EU,FR,EU-FR-013,10,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R38836,2024-07-10,Store,EU,FR,EU-FR-004,7,"The process was average, neither good nor bad.",New Customer,Apple Watch
R38837,2024-12-12,Online,APAC,KR,APAC-KR-003,10,"Checkout was smooth and fast, very satisfied.",Existing,Services
R38838,2024-10-22,Store,APAC,KR,APAC-KR-014,9,"Checkout was smooth and fast, very satisfied.",Business,iPad
R38839,2025-06-30,Online,US,US,US-US-019,8,Experience was decent but room for improvement.,Existing,iPad
R38840,2025-02-21,Online,US,US,US-US-030,8,"Amazing experience overall, I will recommend to others.",Existing,Mac
R38841,2025-09-05,Online,EU,DE,EU-DE-028,9,"Amazing experience overall, I will recommend to others.",Existing,Apple Watch
R38842,2024-05-19,Store,EU,DE,EU-DE-010,7,Got my issue resolved but had to wait.,New Customer,Services
R38843,2025-04-26,Support,EU,NL,EU-NL-024,9,"Checkout was smooth and fast, very satisfied.",Existing,Services
R38844,2024-04-09,Online,US,US,US-US-018,9,"Great product experience, everything worked as expected.",Existing,iPhone
R38845,2024-03-19,Store,EU,ES,EU-ES-008,6,Overall acceptable experience.,Existing,Apple Watch
R38846,2025-02-21,Support,EU,DE,EU-DE-007,6,I had to repeat my issue multiple times to different agents.,Business,Mac
R38847,2024-09-02,Online,US,US,US-US-020,9,I was impressed with the product quality and attention to detail.,Business,Mac
R38848,2024-02-27,Store,US,US,US-US-022,7,Website was fine but could be more intuitive.,New Customer,Services
R38849,2025-03-05,Online,US,US,US-US-020,7,"Great product experience, everything worked as expected.",Business,iPad
R38850,2025-10-22,Store,US,US,US-US-027,9,"Great customer service, felt valued as a customer.",Existing,Mac
R38851,2024-11-29,Store,US,US,US-US-021,10,"Checkout was smooth and fast, very satisfied.",Business,iPad
R38852,2025-08-03,Store,EU,DE,EU-DE-029,4,Felt like no one was available to help in the store.,Business,Apple Watch
R38853,2025-07-16,Store,EU,IT,EU-IT-006,7,"Loved the in-store demo, made my decision easy.",Existing,iPad
R38854,2025-06-07,Support,US,US,US-US-022,10,Staff was extremely helpful and friendly.,Business,iPad
R38855,2025-10-21,Support,US,US,US-US-026,10,Online ordering was simple and delivery was on time.,New Customer,iPhone
R38856,2025-01-27,Store,EU,FR,EU-FR-011,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R38857,2024-10-07,Store,US,US,US-US-025,9,Online ordering was simple and delivery was on time.,Business,iPad
R38858,2024-11-12,Store,US,US,US-US-004,10,"Loved the in-store demo, made my decision easy.",Existing,iPhone
R38859,2024-12-19,Support,EU,UK,EU-UK-021,10,"Checkout was smooth and fast, very satisfied.",Existing,iPhone
R38860,2025-02-24,Support,EU,ES,EU-ES-002,3,Felt like no one was available to help in the store.,New Customer,Apple Watch
R38861,2024-03-01,Support,US,US,US-US-019,7,Got my issue resolved but had to wait.,Existing,Mac
R38862,2025-10-17,Store,EU,FR,EU-FR-018,10,Staff was extremely helpful and friendly.,New Customer,iPhone
R38863,2025-08-25,Store,APAC,JP,APAC-JP-016,5,I had to repeat my issue multiple times to different agents.,Existing,Apple Watch
R38864,2025-04-30,Online,US,US,US-US-025,7,"Great customer service, felt valued as a customer.",Existing,Mac
R38865,2024-09-30,Store,EU,DE,EU-DE-004,10,Staff was extremely helpful and friendly.,Existing,Mac
R38866,2025-07-08,Store,EU,NL,EU-NL-022,8,"Great customer service, felt valued as a customer.",Business,iPhone
R38867,2025-07-22,Store,US,US,US-US-016,6,"Product information was unclear, hard to compare options.",Existing,iPad
R38868,2024-03-22,Store,EU,IT,EU-IT-030,3,"Experience was okay, nothing special.",Existing,Mac
R38869,2024-03-14,Support,APAC,SG,APAC-SG-019,10,Staff was extremely helpful and friendly.,Existing,iPhone
R38870,2024-06-08,Store,APAC,JP,APAC-JP-011,8,"Great product experience, everything worked as expected.",Existing,Services
R38871,2024-02-01,Support,US,US,US-US-007,7,Overall acceptable experience.,Existing,Mac
R38872,2024-12-30,Store,EU,ES,EU-ES-004,9,"Great product experience, everything worked as expected.",Business,Apple Watch
R38873,2024-01-12,Store,US,US,US-US-002,9,"Great customer service, felt valued as a customer.",Existing,Apple Watch
R38874,2025-10-10,Store,APAC,SG,APAC-SG-019,7,"Experience was okay, nothing special.",Business,iPad
R38875,2025-08-19,Support,APAC,SG,APAC-SG-028,9,"Amazing experience overall, I will recommend to others.",Business,Apple Watch
R38876,2025-02-05,Online,APAC,IN,APAC-IN-015,10,"Amazing experience overall, I will recommend to others.",Existing,iPad
R38877,2024-12-13,Support,US,US,US-US-007,8,Support answered my questions but felt a bit slow.,Existing,Apple Watch
R38878,2024-05-20,Store,EU,ES,EU-ES-017,0,"Checkout process kept failing, very frustrating.",New Customer,iPad
R38879,2025-04-19,Support,US,US,US-US-008,10,"Checkout was smooth and fast, very satisfied.",New Customer,iPad
R38880,2025-10-02,Online,EU,FR,EU-FR-004,10,I was impressed with the product quality and attention to detail.,New Customer,iPhone
R38881,2025-05-24,Store,US,US,US-US-003,8,Got my issue resolved but had to wait.,Business,Services
R38882,2024-12-03,Store,US,US,US-US-025,10,Very clear explanations and patient staff.,Existing,iPhone
R38883,2024-03-08,Support,APAC,JP,APAC-JP-003,10,Staff was extremely helpful and friendly.,Existing,iPhone
R38884,2025-03-16,Store,EU,ES,EU-ES-012,6,Got my issue resolved but had to wait.,Existing,iPhone
R38885,2025-07-13,Support,APAC,IN,APAC-IN-030,10,"Amazing experience overall, I will recommend to others.",Business,Apple Watch
R38886,2024-08-10,Online,US,US,US-US-026,2,Support answered my questions but felt a bit slow.,Existing,iPad
R38887,2025-07-06,Online,APAC,JP,APAC-JP-003,9,Staff was extremely helpful and friendly.,New Customer,iPhone
R38888,2024-06-05,Online,US,US,US-US-024,7,"Experience was okay, nothing special.",Existing,iPad
R38889,2025-08-16,Support,US,US,US-US-030,9,I was impressed with the product quality and attention to detail.,Business,Apple Watch
R38890,2025-10-02,Store,US,US,US-US-007,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R38891,2024-05-12,Support,EU,NL,EU-NL-004,10,Support agent resolved my issue quickly and professionally.,Existing,iPhone
R38892,2024-10-10,Store,APAC,AU,APAC-AU-016,10,Online ordering was simple and delivery was on time.,Existing,iPhone
R38893,2024-03-17,Online,US,US,US-US-006,9,"Checkout was smooth and fast, very satisfied.",Existing,iPad
R38894,2024-07-10,Online,EU,IT,EU-IT-002,9,Very clear explanations and patient staff.,Existing,Services
R38895,2024-09-26,Online,EU,DE,EU-DE-029,10,"Great product experience, everything worked as expected.",Existing,Apple Watch
R38896,2024-08-10,Support,APAC,AU,APAC-AU-008,10,Online ordering was simple and delivery was on time.,Existing,Services
R38897,2024-07-07,Store,APAC,AU,APAC-AU-020,8,Support agent resolved my issue quickly and professionally.,Existing,Services
R38898,2024-05-16,Store,EU,IT,EU-IT-018,8,"Experience was okay, nothing special.",Business,iPad
R38899,2025-10-16,Support,EU,DE,EU-DE-009,0,Did not feel valued as a customer during this visit.,New Customer,Mac
R38900,2025-02-17,Online,EU,UK,EU-UK-023,2,Website was fine but could be more intuitive.,New Customer,Apple Watch
R38901,2025-03-28,Store,EU,FR,EU-FR-021,8,Support agent resolved my issue quickly and professionally.,New Customer,iPhone
R38902,2024-11-27,Support,US,US,US-US-024,10,"Great product experience, everything worked as expected.",Business,Services
R38903,2025-06-15,Store,EU,UK,EU-UK-010,4,Website was confusing and I almost gave up.,Existing,iPhone
R38904,2025-10-21,Store,US,US,US-US-003,10,Online ordering was simple and delivery was on time.,Business,iPhone
R38905,2024-12-22,Store,US,US,US-US-020,7,"Loved the in-store demo, made my decision easy.",Business,iPad
R38906,2025-01-09,Support,APAC,SG,APAC-SG-001,8,Online ordering was simple and delivery was on time.,New Customer,Mac
R38907,2025-08-03,Store,EU,DE,EU-DE-010,10,Online ordering was simple and delivery was on time.,Existing,Services
R38908,2025-01-19,Online,US,US,US-US-025,7,Website was fine but could be more intuitive.,Existing,Services
R38909,2025-01-28,Store,US,US,US-US-004,10,"Great product experience, everything worked as expected.",Existing,Services
R38910,2025-07-25,Online,EU,UK,EU-UK-018,7,The store was a bit crowded but manageable.,Existing,iPhone
R38911,2024-07-09,Support,EU,UK,EU-UK-021,6,Had to wait too long for assistance in store.,Existing,Apple Watch
R38912,2025-08-10,Store,APAC,JP,APAC-JP-025,6,"Checkout process kept failing, very frustrating.",Existing,Apple Watch
R38913,2025-05-22,Online,EU,NL,EU-NL-024,10,Support agent resolved my issue quickly and professionally.,Business,Mac
R38914,2024-05-21,Store,EU,UK,EU-UK-015,8,Got what I needed but it took some time.,Existing,iPad
R38915,2024-02-05,Store,EU,IT,EU-IT-017,10,"Great customer service, felt valued as a customer.",Existing,Services
R38916,2024-02-11,Online,EU,FR,EU-FR-008,10,Online ordering was simple and delivery was on time.,Existing,Services
R38917,2025-02-11,Online,APAC,SG,APAC-SG-017,9,"Loved the in-store demo, made my decision easy.",New Customer,Services
R38918,2025-11-09,Store,EU,DE,EU-DE-026,5,The store was overcrowded and disorganized.,Existing,Services
R38919,2024-08-06,Support,US,US,US-US-030,7,"Loved the in-store demo, made my decision easy.",New Customer,Services
R38920,2024-04-29,Store,US,US,US-US-028,9,Very clear explanations and patient staff.,New Customer,iPad
R38921,2025-10-31,Store,US,US,US-US-015,7,"Amazing experience overall, I will recommend to others.",Existing,Services
R38922,2024-01-05,Online,EU,NL,EU-NL-021,2,Things worked but could be smoother.,Existing,iPad
R38923,2025-06-29,Store,APAC,JP,APAC-JP-025,8,Things worked but could be smoother.,New Customer,Mac
R38924,2025-06-27,Store,US,US,US-US-027,5,Experience was decent but room for improvement.,Existing,Mac
R38925,2024-10-24,Support,US,US,US-US-011,9,"Great product experience, everything worked as expected.",Existing,iPad
R38926,2025-07-22,Store,APAC,SG,APAC-SG-008,9,Online ordering was simple and delivery was on time.,New Customer,iPad
R38927,2024-03-06,Store,US,US,US-US-015,0,"Checkout process kept failing, very frustrating.",Existing,Mac
R38928,2024-04-19,Support,EU,IT,EU-IT-024,8,I was impressed with the product quality and attention to detail.,New Customer,Apple Watch
R38929,2025-07-11,Store,US,US,US-US-013,10,"Great product experience, everything worked as expected.",Existing,Mac
R38930,2024-05-14,Store,US,US,US-US-019,9,"Amazing experience overall, I will recommend to others.",Existing,Apple Watch
R38931,2024-05-07,Support,EU,IT,EU-IT-017,7,"Experience was okay, nothing special.",Existing,iPhone
R38932,2025-04-03,Support,US,US,US-US-006,8,Website was fine but could be more intuitive.,Existing,iPad
R38933,2025-05-25,Store,US,US,US-US-009,6,The store was overcrowded and disorganized.,New Customer,Services
R38934,2024-08-24,Store,EU,ES,EU-ES-020,9,"Checkout was smooth and fast, very satisfied.",New Customer,Mac
R38935,2025-08-04,Store,EU,ES,EU-ES-016,10,Very clear explanations and patient staff.,Existing,iPhone
R38936,2025-07-25,Store,US,US,US-US-022,10,I was impressed with the product quality and attention to detail.,Existing,Services
R38937,2024-08-15,Online,US,US,US-US-027,9,"Great customer service, felt valued as a customer.",Existing,iPad
R38938,2025-10-10,Store,US,US,US-US-007,9,"Great customer service, felt valued as a customer.",New Customer,iPad
R38939,2025-01-06,Support,US,US,US-US-001,1,I had to repeat my issue multiple times to different agents.,New Customer,iPhone
R38940,2024-12-17,Support,APAC,SG,APAC-SG-007,0,Overall acceptable experience.,New Customer,Services
R38941,2024-07-16,Online,APAC,JP,APAC-JP-006,1,Did not feel valued as a customer during this visit.,Existing,iPhone
R38942,2025-08-17,Support,EU,IT,EU-IT-023,7,"Loved the in-store demo, made my decision easy.",Existing,iPhone
R38943,2024-11-02,Online,APAC,JP,APAC-JP-015,10,"Great customer service, felt valued as a customer.",New Customer,Mac
R38944,2024-08-31,Store,US,US,US-US-026,10,Online ordering was simple and delivery was on time.,Existing,Mac
R38945,2024-11-26,Store,US,US,US-US-013,9,I was impressed with the product quality and attention to detail.,Existing,iPhone
R38946,2024-03-16,Store,APAC,IN,APAC-IN-014,9,Staff was extremely helpful and friendly.,New Customer,Apple Watch
R38947,2025-11-07,Online,US,US,US-US-004,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R38948,2025-04-25,Online,EU,ES,EU-ES-015,7,The store was a bit crowded but manageable.,Business,Apple Watch
R38949,2024-06-02,Store,US,US,US-US-020,6,Experience was decent but room for improvement.,New Customer,Apple Watch
R38950,2025-11-14,Online,US,US,US-US-030,9,Very clear explanations and patient staff.,New Customer,Services
R38951,2024-02-24,Store,US,US,US-US-005,7,Got what I needed but it took some time.,Existing,iPad
R38952,2025-01-31,Store,US,US,US-US-026,7,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R38953,2024-03-25,Support,US,US,US-US-006,7,"The process was average, neither good nor bad.",Existing,iPhone
R38954,2025-10-04,Online,US,US,US-US-024,7,Staff was extremely helpful and friendly.,Business,Services
R38955,2024-10-11,Support,US,US,US-US-015,8,"Amazing experience overall, I will recommend to others.",Existing,Mac
R38956,2025-02-02,Store,US,US,US-US-002,3,Support could not resolve my issue on the first call.,Existing,Apple Watch
R38957,2025-04-16,Support,US,US,US-US-015,9,"Checkout was smooth and fast, very satisfied.",New Customer,iPhone
R38958,2024-06-09,Online,EU,NL,EU-NL-024,0,Support could not resolve my issue on the first call.,Existing,Apple Watch
R38959,2025-10-08,Online,US,US,US-US-019,7,"Experience was okay, nothing special.",New Customer,iPad
R38960,2025-11-09,Support,US,US,US-US-027,10,Staff was extremely helpful and friendly.,Existing,iPhone
R38961,2025-01-30,Support,US,US,US-US-008,9,"Amazing experience overall, I will recommend to others.",Existing,Services
R38962,2025-07-03,Support,APAC,IN,APAC-IN-022,10,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R38963,2024-01-07,Support,EU,IT,EU-IT-002,9,"Great customer service, felt valued as a customer.",New Customer,Apple Watch
R38964,2024-08-10,Support,US,US,US-US-018,8,Got my issue resolved but had to wait.,Business,Mac
R38965,2025-01-26,Online,APAC,SG,APAC-SG-023,10,I was impressed with the product quality and attention to detail.,Business,Mac
R38966,2024-01-31,Store,US,US,US-US-023,10,"Loved the in-store demo, made my decision easy.",New Customer,Services
R38967,2024-01-06,Store,APAC,IN,APAC-IN-018,7,"The process was average, neither good nor bad.",New Customer,iPhone
R38968,2024-03-27,Support,US,US,US-US-006,4,Got what I needed but it took some time.,New Customer,iPad
R38969,2024-06-08,Online,US,US,US-US-007,8,Very clear explanations and patient staff.,Existing,Services
R38970,2025-08-19,Store,US,US,US-US-024,9,"Great product experience, everything worked as expected.",Existing,Apple Watch
R38971,2024-10-15,Support,US,US,US-US-006,9,I was impressed with the product quality and attention to detail.,Existing,Services
R38972,2024-01-06,Store,US,US,US-US-025,10,Online ordering was simple and delivery was on time.,New Customer,iPhone
R38973,2024-05-11,Store,US,US,US-US-014,4,Website was confusing and I almost gave up.,Existing,iPad
R38974,2024-12-11,Store,APAC,SG,APAC-SG-004,9,Staff was extremely helpful and friendly.,Business,iPhone
R38975,2024-10-14,Store,US,US,US-US-003,8,Very clear explanations and patient staff.,New Customer,Services
R38976,2024-05-14,Store,EU,FR,EU-FR-028,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R38977,2024-04-15,Support,EU,DE,EU-DE-029,9,Online ordering was simple and delivery was on time.,New Customer,Services
R38978,2024-12-02,Store,US,US,US-US-025,8,Online ordering was simple and delivery was on time.,New Customer,Apple Watch
R38979,2025-05-08,Support,US,US,US-US-020,9,"Great customer service, felt valued as a customer.",Existing,iPad
R38980,2025-05-22,Online,US,US,US-US-019,6,Support could not resolve my issue on the first call.,Business,Apple Watch
R38981,2025-02-11,Online,EU,FR,EU-FR-002,8,Very clear explanations and patient staff.,Business,Mac
R38982,2024-01-29,Store,US,US,US-US-014,10,"Amazing experience overall, I will recommend to others.",New Customer,Services
R38983,2024-05-11,Store,APAC,SG,APAC-SG-029,8,Very clear explanations and patient staff.,New Customer,Apple Watch
R38984,2024-08-20,Store,APAC,SG,APAC-SG-014,9,"Checkout was smooth and fast, very satisfied.",New Customer,iPhone
R38985,2025-01-27,Online,US,US,US-US-005,10,"Amazing experience overall, I will recommend to others.",Business,Mac
R38986,2025-05-08,Store,US,US,US-US-014,10,"Great customer service, felt valued as a customer.",Business,Mac
R38987,2025-10-21,Support,US,US,US-US-003,8,Website was fine but could be more intuitive.,Existing,Services
R38988,2024-10-14,Support,US,US,US-US-004,10,"Loved the in-store demo, made my decision easy.",New Customer,Mac
R38989,2024-02-05,Online,APAC,AU,APAC-AU-025,8,"Amazing experience overall, I will recommend to others.",Existing,Mac
R38990,2025-03-01,Store,APAC,AU,APAC-AU-022,7,Website was fine but could be more intuitive.,Existing,Mac
R38991,2024-05-03,Online,APAC,JP,APAC-JP-025,9,"Amazing experience overall, I will recommend to others.",Existing,Services
R38992,2024-10-04,Store,US,US,US-US-008,10,Very clear explanations and patient staff.,Existing,Mac
R38993,2024-07-13,Store,APAC,SG,APAC-SG-010,7,Got what I needed but it took some time.,Existing,iPad
R38994,2024-12-31,Online,US,US,US-US-011,5,Support answered my questions but felt a bit slow.,New Customer,Mac
R38995,2025-09-12,Online,APAC,JP,APAC-JP-030,9,Support agent resolved my issue quickly and professionally.,Existing,iPad
R38996,2025-09-17,Store,EU,ES,EU-ES-003,10,"Checkout was smooth and fast, very satisfied.",Existing,Services
R38997,2024-06-24,Store,US,US,US-US-022,1,Felt like no one was available to help in the store.,Business,Mac
R38998,2025-08-08,Support,US,US,US-US-022,4,"Checkout process kept failing, very frustrating.",Existing,Mac
R38999,2024-02-04,Store,US,US,US-US-006,5,Things worked but could be smoother.,Existing,iPad
R39000,2025-03-15,Store,US,US,US-US-016,10,"Loved the in-store demo, made my decision easy.",New Customer,Mac
R39001,2024-01-02,Store,EU,DE,EU-DE-013,10,"Great customer service, felt valued as a customer.",Existing,iPhone
R39002,2025-09-06,Online,US,US,US-US-003,7,Things worked but could be smoother.,Business,Services
R39003,2025-06-07,Online,EU,ES,EU-ES-027,6,The store was a bit crowded but manageable.,Existing,iPad
R39004,2024-08-27,Store,EU,UK,EU-UK-016,10,"Checkout was smooth and fast, very satisfied.",Existing,iPhone
R39005,2024-03-09,Store,APAC,IN,APAC-IN-022,6,I had to repeat my issue multiple times to different agents.,Existing,Mac
R39006,2025-08-03,Support,US,US,US-US-014,8,Support answered my questions but felt a bit slow.,Existing,iPhone
R39007,2024-08-12,Support,US,US,US-US-026,7,Got my issue resolved but had to wait.,New Customer,iPad
R39008,2024-11-24,Support,EU,UK,EU-UK-012,10,Very clear explanations and patient staff.,New Customer,Mac
R39009,2025-01-22,Store,US,US,US-US-011,9,Staff was extremely helpful and friendly.,Existing,iPhone
R39010,2024-10-23,Online,EU,IT,EU-IT-007,0,Delivery was delayed and communication was poor.,New Customer,Apple Watch
R39011,2025-01-09,Store,US,US,US-US-021,9,Staff was extremely helpful and friendly.,New Customer,iPhone
R39012,2025-01-03,Store,EU,NL,EU-NL-023,10,Staff was extremely helpful and friendly.,New Customer,Apple Watch
R39013,2024-02-21,Store,EU,UK,EU-UK-016,8,"The process was average, neither good nor bad.",New Customer,Mac
R39014,2024-01-31,Online,US,US,US-US-018,10,Support agent resolved my issue quickly and professionally.,Business,iPad
R39015,2025-05-29,Support,US,US,US-US-014,9,Online ordering was simple and delivery was on time.,New Customer,iPad
R39016,2024-01-22,Store,US,US,US-US-013,4,Experience was decent but room for improvement.,New Customer,iPhone
R39017,2024-08-31,Store,EU,ES,EU-ES-005,8,I was impressed with the product quality and attention to detail.,New Customer,Mac
R39018,2024-09-28,Online,US,US,US-US-001,3,Website was confusing and I almost gave up.,Business,iPad
R39019,2024-12-07,Store,EU,DE,EU-DE-009,9,Staff was extremely helpful and friendly.,Existing,Mac
R39020,2024-11-01,Store,EU,IT,EU-IT-012,10,"Great product experience, everything worked as expected.",Business,iPad
R39021,2025-07-26,Store,EU,NL,EU-NL-009,9,Support agent resolved my issue quickly and professionally.,Existing,iPad
R39022,2024-08-15,Store,APAC,IN,APAC-IN-015,10,"Checkout was smooth and fast, very satisfied.",Existing,Services
R39023,2024-05-10,Online,US,US,US-US-015,5,Support could not resolve my issue on the first call.,Business,iPhone
R39024,2024-10-01,Store,EU,FR,EU-FR-014,7,Staff was extremely helpful and friendly.,New Customer,Apple Watch
R39025,2024-05-02,Store,US,US,US-US-014,10,"Amazing experience overall, I will recommend to others.",New Customer,Apple Watch
R39026,2024-02-10,Store,EU,IT,EU-IT-004,8,"The process was average, neither good nor bad.",Existing,Mac
R39027,2024-01-02,Online,US,US,US-US-022,1,Support could not resolve my issue on the first call.,New Customer,Services
R39028,2024-04-14,Support,APAC,JP,APAC-JP-016,9,"Checkout was smooth and fast, very satisfied.",Business,Apple Watch
R39029,2024-05-25,Store,US,US,US-US-016,10,Online ordering was simple and delivery was on time.,Existing,Apple Watch
R39030,2025-01-23,Online,US,US,US-US-015,10,"Great customer service, felt valued as a customer.",New Customer,Apple Watch
R39031,2025-01-08,Online,US,US,US-US-002,7,"Experience was okay, nothing special.",New Customer,Services
R39032,2025-01-06,Store,EU,DE,EU-DE-011,8,Staff was extremely helpful and friendly.,New Customer,Mac
R39033,2024-02-13,Support,US,US,US-US-023,8,Staff was extremely helpful and friendly.,Existing,Services
R39034,2024-10-19,Store,US,US,US-US-012,7,I was impressed with the product quality and attention to detail.,New Customer,iPhone
R39035,2024-11-21,Online,APAC,AU,APAC-AU-004,9,Online ordering was simple and delivery was on time.,Business,Services
R39036,2024-07-31,Store,US,US,US-US-026,8,Overall acceptable experience.,New Customer,iPad
R39037,2025-09-24,Store,US,US,US-US-009,9,Staff was extremely helpful and friendly.,Existing,iPhone
R39038,2025-07-07,Online,EU,DE,EU-DE-020,9,"Loved the in-store demo, made my decision easy.",Existing,Mac
R39039,2024-12-12,Store,US,US,US-US-010,9,Staff was extremely helpful and friendly.,Existing,Services
R39040,2024-12-23,Online,US,US,US-US-020,1,Things worked but could be smoother.,Existing,Services
R39041,2025-01-13,Support,EU,FR,EU-FR-025,10,Online ordering was simple and delivery was on time.,Existing,Apple Watch
R39042,2024-09-27,Store,EU,UK,EU-UK-011,10,I was impressed with the product quality and attention to detail.,New Customer,Services
R39043,2024-07-05,Store,EU,IT,EU-IT-015,6,Support could not resolve my issue on the first call.,New Customer,Services
R39044,2024-01-09,Store,APAC,IN,APAC-IN-023,9,Support agent resolved my issue quickly and professionally.,Existing,iPhone
R39045,2024-11-26,Support,EU,UK,EU-UK-015,9,"Great customer service, felt valued as a customer.",Business,Mac
R39046,2025-06-01,Online,APAC,SG,APAC-SG-005,1,Things worked but could be smoother.,Existing,Services
R39047,2025-05-27,Store,US,US,US-US-007,9,"Great customer service, felt valued as a customer.",Existing,iPhone
R39048,2025-07-12,Store,US,US,US-US-001,9,"Checkout was smooth and fast, very satisfied.",New Customer,Mac
R39049,2025-07-27,Support,EU,FR,EU-FR-012,10,"Great product experience, everything worked as expected.",New Customer,iPad
R39050,2025-03-06,Online,US,US,US-US-022,9,Staff was extremely helpful and friendly.,Existing,Mac
R39051,2024-10-28,Store,APAC,SG,APAC-SG-016,8,Overall acceptable experience.,Existing,Services
R39052,2025-06-04,Store,EU,FR,EU-FR-007,6,I had to repeat my issue multiple times to different agents.,Existing,iPhone
R39053,2024-10-18,Store,US,US,US-US-016,10,Support agent resolved my issue quickly and professionally.,Existing,Services
R39054,2025-07-28,Online,US,US,US-US-021,9,Very clear explanations and patient staff.,Business,iPad
R39055,2024-12-30,Online,US,US,US-US-024,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R39056,2024-06-03,Online,APAC,JP,APAC-JP-030,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R39057,2025-02-25,Online,EU,FR,EU-FR-008,0,Experience was decent but room for improvement.,New Customer,Apple Watch
R39058,2025-01-21,Online,EU,UK,EU-UK-030,10,"Loved the in-store demo, made my decision easy.",Business,Apple Watch
R39059,2025-06-07,Online,US,US,US-US-012,8,"The process was average, neither good nor bad.",Existing,Mac
R39060,2024-11-08,Store,EU,ES,EU-ES-004,9,I was impressed with the product quality and attention to detail.,New Customer,Apple Watch
R39061,2024-11-22,Online,APAC,SG,APAC-SG-024,6,Got my issue resolved but had to wait.,Existing,Mac
R39062,2024-05-17,Store,US,US,US-US-010,10,Very clear explanations and patient staff.,Existing,iPhone
R39063,2025-05-23,Online,APAC,SG,APAC-SG-001,7,"Amazing experience overall, I will recommend to others.",New Customer,iPad
R39064,2025-11-10,Online,US,US,US-US-024,10,I was impressed with the product quality and attention to detail.,Existing,iPad
R39065,2025-05-08,Online,US,US,US-US-006,8,"Great customer service, felt valued as a customer.",Existing,Services
R39066,2024-03-17,Store,APAC,SG,APAC-SG-021,10,I was impressed with the product quality and attention to detail.,Business,Apple Watch
R39067,2024-12-28,Store,APAC,AU,APAC-AU-016,10,"Great product experience, everything worked as expected.",Existing,Services
R39068,2024-07-28,Online,EU,IT,EU-IT-006,7,"Checkout was smooth and fast, very satisfied.",Existing,Apple Watch
R39069,2024-08-29,Online,US,US,US-US-004,9,Online ordering was simple and delivery was on time.,Business,Mac
R39070,2025-07-27,Store,US,US,US-US-011,9,"Checkout was smooth and fast, very satisfied.",Existing,Apple Watch
R39071,2025-08-07,Online,US,US,US-US-010,6,Had to wait too long for assistance in store.,New Customer,Apple Watch
R39072,2024-05-14,Support,APAC,SG,APAC-SG-029,10,Support agent resolved my issue quickly and professionally.,Business,Services
R39073,2025-04-11,Online,EU,FR,EU-FR-008,8,Things worked but could be smoother.,Existing,Services
R39074,2025-03-24,Store,US,US,US-US-003,9,"Great customer service, felt valued as a customer.",New Customer,Mac
R39075,2025-07-16,Online,US,US,US-US-024,10,Online ordering was simple and delivery was on time.,Existing,Mac
